"UACE10","GEOID10","NAME10","state","ALAND10","report_year.x","report_year.y","agency_voms","mode_voms","service_area_sq_miles","service_area_population","report_year","total_facilities","per_facilities_prior1980","per_facilities_prior2000","bin_bus","bin_demandresponse","bin_light_commuterail","bin_ferry","bin_directly_operated","bin_purchased_transportation","fare_revenues_earned","total_operating_expenses","cost_per_hour","train_miles","train_hours","passengers_per_hour","passenger_miles"
"78499","78499","Salt Lake City--West Valley City, UT","UT",719578929,2023,2023,1044,442,607,2539272,2023,784,4.59183673469388,28.3163265306122,4,3,3,0,6,2,35444468,432198233,1693.2642,4177352,191646,108.2999,279373142
"78553","78553","San Angelo, TX","TX",121493096,2023,2023,37,27,15355,162152,2023,1,0,0,2,2,0,0,2,0,197986,5364576,165.6184,0,0,9.9771,2788411
"78580","78580","San Antonio, TX","TX",1547444342,2023,2023,668,268,1210,1917621,2023,60,15,53.3333333333333,2,5,0,0,2,2,15890059,262452789,411.7585,0,0,31.3207,137411428
"78661","78661","San Diego, CA","CA",1900940129,2023,2023,774,413,4207,3316192,2023,235,6.80851063829787,48,6,4,4,0,4,6,84584374,495204103,3067.2487,5281423,276359,200.728,504232740
"78769","78769","Sandusky, OH","OH",78142532,0,0,0,0,0,0,2023,4,50,50,1,1,0,0,0,0,0,0,0,0,0,0,0
"78823","78823","Sandy, OR","OR",8124063,2023,2023,6,3,0,0,2023,1,0,0,2,1,0,0,0,3,60916,1843791,336.3038,0,0,13.3393,0
"78850","78850","Sanford, ME","ME",16760379,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78877","78877","Sanford, NC","NC",74966077,2023,2023,11,11,0,0,2023,1,100,100,0,1,0,0,1,0,57658,1031822,45.2276,0,0,2.5632,0
"78904","78904","San Francisco--Oakland, CA","CA",1355894559,2023,2023,774,566,6900,7100000,2023,148,51.3513513513514,100,15,10,7,4,13,17,415344242,2891985295,13335.7706,14643626,825320,691.2995,1391318397
"79039","79039","San Jose, CA","CA",739510131,2023,2023,512,330,346,1894783,2023,348,19.5402298850575,70.9770114942529,3,1,2,0,2,2,27388902,454070971,1010.7719,2089507,148361,41.1411,117822035
"79093","79093","San Juan, PR","PR",2245402437,2023,2023,312,312,892,2478905,2023,23,20,100,21,20,0,1,38,6,20006291,205819235,14568.3342,616439,32983,281.8566,57278350
"79147","79147","San Luis Obispo, CA","CA",52769656,2023,2023,41,22,380,278348,2023,1,0,100,3,2,0,0,2,1,1711289,18369263,500.418,0,0,31.7672,9624676
"79201","79201","San Marcos, TX","TX",68789449,2023,2023,38,38,39,68580,2023,1,0,0,4,2,0,0,0,4,62870,7033888,350.3614,0,0,46.675,5321178
"79282","79282","Santa Barbara, CA","CA",144629173,2023,2023,63,63,2554,277350,2023,5,66.6666666666667,100,2,1,0,0,2,1,6392333,32087711,588.0961,0,0,44.8254,16914618
"79309","79309","Santa Clarita, CA","CA",198801340,2023,2023,88,44,89,273078,2023,9,0,44.4444444444444,4,2,0,0,0,3,1758797,27526878,448.8917,0,0,29.9577,14635859
"79336","79336","Santa Cruz, CA","CA",151033577,2023,2023,93,55,445,270861,2023,10,10,70,4,2,0,0,3,0,9042855,48569321,630.6883,0,0,30.7599,18713979
"79363","79363","Santa Fe, NM","NM",137815959,2023,2023,29,18,10152,295718,2023,8,0,66.6666666666667,3,3,0,0,4,0,236151,13597978,475.3386,0,0,13.834,832935
"79417","79417","Santa Maria, CA","CA",75467933,2023,2023,26,21,34,150201,2023,2,0,0,2,2,0,0,0,2,542411,7403702,204.5382,0,0,11.2581,1566848
"79498","79498","Santa Rosa, CA","CA",253830715,2023,2023,47,30,2596,744893,2023,23,0,55.5555555555556,5,4,1,0,2,4,3896217,62515812,1583.0151,490273,17680,50.6234,24202639
"79606","79606","Sarasota--Bradenton, FL","FL",844393882,0,0,0,0,0,0,2023,24,0,50,2,2,0,0,0,0,0,0,0,0,0,0,0
"79768","79768","Savannah, GA","GA",430519775,2023,2023,56,32,331,301107,2023,16,0,6.25,2,3,0,1,3,1,3607872,23476310,475.0589,0,0,123.0648,5186604
"79957","79957","Schuyler, NE","NE",6575865,2023,2023,1,1,19,22322,2023,0,0,0,0,1,0,0,1,0,4695,64721,48.9199,0,0,2.9365,0
"80092","80092","Scottsboro, AL","AL",28818592,2023,2023,8,8,0,0,2023,0,0,0,0,1,0,0,1,0,25479,480967,103.8357,0,0,3.1576,0
"80227","80227","Scranton, PA","PA",442751975,2023,2023,75,29,145,214437,2023,5,0,20,4,4,0,0,4,2,2366520,31596062,552.1701,0,0,26.5046,8120703
"80362","80362","Seaside--Monterey, CA","CA",100210465,2023,2023,165,56,161,432858,2023,32,12.5,68.75,3,4,0,0,1,3,3705287,46843286,577.7643,0,0,28.7437,13030649
"80389","80389","Seattle, WA","WA",2615016464,2023,2023,2270,977,2196,3919300,2023,895,100,100,13,10,6,3,20,9,217808015,2036640852,14314.4984,2875566,179325,787.6241,887744103
"80400","80400","Sebastian--Vero Beach South--Florida Ridge, FL","FL",250331278,0,0,0,0,0,0,2023,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"80470","80470","Sedona, AZ","AZ",12131853,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80605","80605","Seminole, OK","OK",8906494,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80671","80671","Seneca, SC","SC",85988797,0,0,0,0,0,0,2023,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"80686","80686","Sequim, WA","WA",63423884,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80794","80794","Seymour, IN","IN",35077010,2023,2023,4,4,0,0,2023,1,0,0,0,1,0,0,1,0,47510,399863,46.9654,0,0,3.6682,0
"80929","80929","Shafter, CA","CA",9949746,2023,2023,2,2,0,0,2023,0,0,0,0,1,0,0,1,0,24578,409807,211.1319,0,0,9.101,0
"80985","80985","Shamokin--Mount Carmel, PA","PA",21239422,2023,2023,3,3,0,0,2023,0,0,0,1,0,0,0,0,1,8099,335865,71.1729,0,0,4.3488,0
"81064","81064","Shawano, WI","WI",16432181,2023,2023,5,5,0,0,2023,0,0,0,0,1,0,0,0,1,206410,362258,30.9622,0,0,3.1171,0
"81091","81091","Shawnee, OK","OK",57335405,2023,2023,9,9,0,0,2023,0,0,0,0,1,0,0,1,0,26071,571144,39.6215,0,0,1.0522,0
"81118","81118","Sheboygan, WI","WI",86761946,2023,2023,20,15,23,59490,2023,2,50,100,2,2,0,0,2,0,522455,4258945,170.6203,0,0,17.2259,0
"81172","81172","Shelby, MT","MT",3732002,2023,2023,7,7,0,0,2023,1,0,0,1,0,0,0,1,0,2754,378552,105.2996,0,0,5.3919,0
"81199","81199","Shelby, NC","NC",75516648,2023,2023,18,16,0,0,2023,1,0,100,2,2,0,0,2,0,0,1739481,105.6316,0,0,2.9738,0
"81226","81226","Shelby, OH","OH",13064058,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81253","81253","Shelbyville, IL","IL",7706275,2023,2023,29,29,0,0,2023,1,0,0,0,1,0,0,1,0,46374,1801905,50.8653,0,0,1.8531,0
"81280","81280","Shelbyville, IN","IN",27183321,2023,2023,4,4,0,0,2023,0,0,0,0,1,0,0,1,0,25354,376924,48.9004,0,0,1.2963,0
"81415","81415","Shelton, WA","WA",47234492,2023,2023,32,18,0,0,2023,6,0,66.6666666666667,2,2,0,0,2,0,74371,8085612,398.3793,0,0,16.2663,0
"81604","81604","Sheridan, WY","WY",33890012,2023,2023,13,10,0,0,2023,1,0,0,2,3,0,0,2,0,52827,911849,89.6088,0,0,5.8678,0
"81631","81631","Sherman, TX","TX",93120905,2023,2023,14,14,5754,320535,2023,2,0,0,0,1,0,0,0,1,44078,2772228,141.0229,0,0,1.7457,386785
"81739","81739","Shreveport, LA","LA",479259554,2023,2023,53,34,61,275213,2023,11,9.09090909090909,27.2727272727273,2,2,0,0,2,0,835,17031686,177.5576,0,0,27.929,21123301
"81793","81793","Sidney, MT","MT",10275722,2023,2023,9,9,0,0,2023,2,50,50,0,1,0,0,1,0,0,396347,75.3082,0,0,4.3568,0
"81820","81820","Sidney, NE","NE",8216317,2023,2023,3,3,35,76000,2023,1,0,0,0,1,0,0,1,0,20576,297941,61.5326,0,0,3.3901,0
"81874","81874","Sidney, OH","OH",29559958,2023,2023,12,12,0,0,2023,1,0,0,0,1,0,0,1,0,40540,888739,82.4892,0,0,2.3593,0
"81901","81901","Sierra Vista, AZ","AZ",78376161,2023,2023,7,5,152,45308,2023,1,0,0,2,2,0,0,2,0,34941,939538,303.9618,0,0,15.7579,0
"81928","81928","Sikeston, MO","MO",21264912,2023,2023,7,7,0,0,2023,0,0,0,0,1,0,0,1,0,0,388849,62.2358,0,0,2.6428,0
"82036","82036","Silver City, NM","NM",26324073,2023,2023,11,6,0,0,2023,0,0,0,1,1,0,0,2,0,29878,1007176,148.2791,0,0,9.6941,0
"82117","82117","Silverton, OR","OR",10035806,2023,2023,2,2,0,0,2023,1,0,0,0,1,0,0,1,0,1616,131546,58.0009,0,0,2.8827,0
"82144","82144","Simi Valley, CA","CA",81482793,2023,2023,15,9,50,126356,2023,2,0,0,2,2,0,0,2,0,265528,7589524,457.925,0,0,11.0659,0
"82225","82225","Sioux City, IA--NE--SD","IA",140910037,2023,2023,29,29,55,113066,2023,3,66.6666666666667,66.6666666666667,2,3,0,0,2,1,1363556,8461380,306.2466,0,0,20.8255,3314230
"82252","82252","Sioux Falls, SD","SD",166344676,2023,2023,31,16,51,141400,2023,3,0,33.3333333333333,2,3,0,0,3,0,1303033,11273682,322.1041,0,0,17.6914,2047848
"82306","82306","Sitka, AK","AK",10498166,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82468","82468","Slidell, LA","LA",151070900,2023,2023,25,25,127,275583,2023,9,0,11.1111111111111,0,1,0,0,0,1,16451,2203558,94.1772,0,0,1.8579,0
"82675","82675","Snoqualmie, WA","WA",30929901,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82738","82738","Socorro, NM","NM",15985471,2023,2023,3,3,0,0,2023,1,0,0,0,1,0,0,1,0,6831,258287,66.5003,0,0,2.3558,0
"82873","82873","Solvang--Buellton--Santa Ynez, CA","CA",19749785,2023,2023,5,3,0,0,2023,0,0,0,1,1,0,0,0,2,56073,1036661,161.7934,0,0,5.3944,0
"82927","82927","Somerset, PA","PA",20267796,2023,2023,23,23,0,0,2023,1,0,0,0,1,0,0,0,1,559465,559465,66.8497,0,0,3.8993,0
"82981","82981","Somerton, AZ","AZ",19756557,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83073","83073","Sonora--Jamestown--Phoenix Lake, CA","CA",80808346,2023,2023,12,8,0,0,2023,1,0,0,1,1,0,0,0,2,36486,2433559,234.8457,0,0,7.1417,0
"83116","83116","South Bend, IN--MI","IN",417024010,2023,2023,57,42,68,154346,2023,4,0,25,3,3,0,0,4,0,1282495,12335020,318.3429,0,0,24.095,4679161
"83116","83116","South Bend, IN--MI","MI",417024010,2023,2023,7,6,120,237932,0,0,0,0,3,3,0,0,4,0,1282495,12335020,318.3429,0,0,24.095,4679161
"83278","83278","South Hill, VA","VA",12525916,2023,2023,2,2,0,0,2023,0,0,0,0,1,0,0,1,0,19718,172951,33.3496,0,0,2.5347,0
"83332","83332","South Lyon--Howell, MI","MI",265933290,2023,2023,29,29,568,196161,2023,1,0,100,0,1,0,0,1,0,434001,4606183,97.0417,0,0,2.7101,0
"83467","83467","Sparta, IL","IL",6198570,2023,2023,11,11,0,0,2023,0,0,0,0,1,0,0,1,0,57978,889810,108.9519,0,0,1.5505,0
"83521","83521","Sparta, WI","WI",14106416,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83548","83548","Spartanburg, SC","SC",492250826,2023,2023,28,28,808,345831,2023,2,0,50,1,1,0,0,2,0,1163842,6117705,191.9791,0,0,14.7401,881308
"83575","83575","Spearfish, SD","SD",15873061,2023,2023,30,30,0,0,2023,7,0,0,0,1,0,0,1,0,89170,2183358,56.5593,0,0,2.7483,0
"83629","83629","Spencer, IA","IA",15983106,2023,2023,58,58,0,0,2023,4,0,25,0,1,0,0,1,0,1058857,4180193,82.9749,0,0,2.2216,0
"83764","83764","Spokane, WA","WA",425475048,2023,2023,300,129,248,471169,2023,25,0,48,2,4,0,0,3,1,6534383,108483529,480.3989,0,0,26.2929,46318134
"83899","83899","Springfield, IL","IL",239015098,2023,2023,66,48,65,153594,2023,7,14.2857142857143,14.2857142857143,2,3,0,0,3,0,959526,19911234,398.1086,0,0,14.0362,5001748
"83926","83926","Springfield, MA--CT","MA",903014524,2023,2023,202,115,627,582689,2023,8,12.5,25,2,2,0,0,0,2,6274786,55957642,220.0811,0,0,23.2293,27546334
"83953","83953","Springfield, MO","MO",368832629,2023,2023,22,18,96,190981,2023,6,33.3333333333333,33.3333333333333,2,2,0,0,2,0,798894,12065443,288.1101,0,0,16.1671,5457340
"83980","83980","Springfield, OH","OH",126696946,2023,2023,13,8,25,58662,2023,2,0,50,2,2,0,0,0,2,138986,2404443,229.7508,0,0,10.9814,0
"84024","84024","Spring Hill, FL","FL",298570772,2023,2023,10,7,89,119384,0,0,0,0,1,1,0,0,0,2,133104,3013581,234.4157,0,0,6.5848,0
"84088","84088","Spring Hill, TN","TN",56285545,2023,2023,126,112,6415,417789,0,0,0,0,1,1,0,0,2,0,2099243,8372454,153.5372,0,0,3.3469,0
"84493","84493","State College, PA","PA",74555798,2023,2023,90,41,1113,158172,2023,3,0,33.3333333333333,2,5,0,0,3,2,7844018,20779500,343.0125,0,0,61.0449,11988843
"84630","84630","Staunton--Waynesboro, VA","VA",98793229,2023,2023,22,18,25,51155,2023,2,50,50,2,2,0,0,0,2,95810,1939234,102.6458,0,0,7.679,0
"84682","84682","Steamboat Springs, CO","CO",21179780,2023,2023,23,16,0,0,2023,3,0,66.6666666666667,3,3,0,0,3,1,168419,5364485,367.0421,0,0,50.8547,0
"84871","84871","Stevens Point, WI","WI",62349113,2023,2023,12,6,0,0,2023,1,0,0,2,2,0,0,2,0,317844,2364590,202.0225,0,0,9.6808,0
"85033","85033","Stillwater, OK","OK",52978041,2023,2023,18,16,0,0,2023,2,0,0,2,2,0,0,2,0,227348,3515321,147.3803,0,0,10.7168,0
"85087","85087","Stockton, CA","CA",239651839,2023,2023,429,429,1426,4393972,2023,40,20,60,3,3,1,0,3,3,13428451,84355863,2300.6278,175079,4935,46.1469,79067722
"85276","85276","Sturgeon Bay, WI","WI",14271394,2023,2023,9,7,0,0,2023,0,0,0,0,2,0,0,1,0,153047,994490,132.0191,0,0,4.7005,0
"85654","85654","Summerville, GA","GA",24690984,2023,2023,3,3,0,0,2023,0,0,0,0,1,0,0,1,0,28713,189670,32.906,0,0,1.6336,0
"85708","85708","Sumter, SC","SC",170161327,2023,2023,43,32,4049,106512,2023,2,50,50,3,2,0,0,3,0,117753,3579316,360.3785,0,0,7.773,619762
"85870","85870","Susanville, CA","CA",13765294,2023,2023,5,2,0,0,2023,2,0,0,3,2,0,0,0,3,158208,1304749,512.8073,0,0,40.1996,0
"86302","86302","Syracuse, NY","NY",504582258,2023,2023,183,131,510,641357,2023,9,33.3333333333333,66.6666666666667,2,3,0,0,2,1,10421845,78494795,418.0074,0,0,22.6807,21264729
"86329","86329","Taft, CA","CA",14416743,2023,2023,3,3,0,0,2023,1,0,0,0,1,0,0,1,0,51113,391432,68.1225,0,0,4.4997,0
"86383","86383","Tahlequah, OK","OK",31182608,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86464","86464","Tallahassee, FL","FL",327961309,2023,2023,128,65,103,196169,2023,5,20,100,4,7,0,0,6,2,7176012,34113975,802.1545,0,0,45.6901,10140885
"86518","86518","Tallulah, LA","LA",11319504,2023,2023,6,6,0,0,2023,0,0,0,0,1,0,0,1,0,6519,245062,39.6156,0,0,0.9801,0
"86599","86599","Tampa--St. Petersburg, FL","FL",2478632936,2023,2023,273,212,1680,3257481,2023,32,0,25,7,9,2,0,7,3,19274914,225028487,1432.0007,126282,23248,160.3842,123224594
"86653","86653","Taos, NM","NM",41562817,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86869","86869","Tehachapi--Golden Hills, CA","CA",23555447,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87112","87112","Terra Bella, CA","CA",3984314,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87139","87139","Terre Haute, IN","IN",138713474,2023,2023,10,8,18,59614,2023,1,0,0,2,3,0,0,3,0,118252,3248073,362.3913,0,0,9.1434,197093
"87166","87166","Terrell, TX","TX",26501311,0,0,0,0,0,0,2023,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"87193","87193","Texarkana--Texarkana, TX--AR","TX",166550405,2023,2023,56,50,73,83469,2023,3,0,33.3333333333333,4,4,0,0,4,0,189155,5119395,346.626,0,0,23.9929,0
"87220","87220","Texas City, TX","TX",196869819,0,0,0,0,0,0,2023,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"87263","87263","The Dalles, OR--WA","OR",28238873,2023,2023,7,4,0,0,2023,2,0,0,2,2,0,0,2,0,66531,1348455,209.1487,0,0,3.1432,0
"87436","87436","Thomasville, GA","GA",58838172,2023,2023,14,14,0,0,2023,1,0,0,0,1,0,0,1,0,27408,1295242,66.2325,0,0,2.7834,0
"87463","87463","Thomson, GA","GA",15981430,2023,2023,5,5,0,0,2023,0,0,0,0,1,0,0,1,0,12133,393433,56.5846,0,0,2.6271,0
"87490","87490","Thousand Oaks, CA","CA",221185175,2023,2023,19,12,167,415154,2023,9,0,55.5555555555556,4,3,0,0,0,5,316839,8436838,915.1368,0,0,30.1786,0
"87517","87517","Three Rivers, MI","MI",32957337,2023,2023,24,23,0,0,2023,1,0,0,2,2,0,0,2,0,246580,2242995,127.2898,0,0,5.0449,0
"87598","87598","Tiffin, OH","OH",18494281,2023,2023,31,29,0,0,2023,1,0,0,2,2,0,0,2,0,60813,2030107,164.5925,0,0,4.1169,0
"87652","87652","Tillamook, OR","OR",11330074,2023,2023,20,10,0,0,2023,3,33.3333333333333,33.3333333333333,4,2,0,0,3,0,662081,3662518,287.7776,0,0,8.5209,0
"87787","87787","Titusville, FL","FL",78054733,0,0,0,0,0,0,2023,2,0,100,1,1,0,0,0,0,0,0,0,0,0,0,0
"87868","87868","Toledo, OH--MI","OH",622123729,2023,2023,130,43,237,399700,2023,9,11.1111111111111,33.3333333333333,2,4,0,0,2,1,1960512,32983277,336.0382,0,0,20.9588,13977629
"87922","87922","Tomah, WI","WI",13037580,2023,2023,4,4,0,0,2023,0,0,0,0,1,0,0,0,1,296982,717633,32.9628,0,0,3.413,0
"87949","87949","Tomahawk, WI","WI",8023954,2023,2023,4,4,0,0,2023,0,0,0,0,1,0,0,0,1,296982,717633,32.9628,0,0,3.413,0
"88084","88084","Topeka, KS","KS",206185085,2023,2023,35,19,58,127473,2023,3,33.3333333333333,66.6666666666667,2,4,0,0,2,1,775014,8317682,424.2357,0,0,26.2983,3811005
"88111","88111","Toppenish, WA","WA",22556613,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88192","88192","Torrington, CT","CT",65168860,2023,2023,11,6,0,0,2023,0,0,0,1,1,0,0,2,0,28384,1405735,112.1422,0,0,7.9753,0
"88219","88219","Torrington, WY","WY",8905592,2023,2023,5,5,0,0,2023,1,0,0,0,1,0,0,1,0,5897,259535,63.5492,0,0,4.1709,0
"88273","88273","Tracy, CA","CA",57456628,0,0,0,0,0,0,2023,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"88300","88300","Traverse City, MI","MI",113140122,2023,2023,40,22,811,117519,2023,2,0,50,2,2,0,0,2,0,929127,12598903,208.027,0,0,6.1716,0
"88462","88462","Trenton, NJ","NJ",273948419,2023,2023,25,25,226,381671,2023,0,0,0,0,1,0,0,1,0,0,2468106,102.4918,0,0,2.3527,0
"88516","88516","Trinidad, CO","CO",15214272,2023,2023,8,8,0,0,2023,0,0,0,0,1,0,0,1,0,0,522296,82.8515,0,0,2.3821,0
"88543","88543","Troy, AL","AL",31723725,2023,2023,7,7,0,0,2023,1,0,0,0,1,0,0,1,0,36930,630876,58.4848,0,0,2.3288,0
"88624","88624","Truckee, CA","CA",27419418,2023,2023,6,3,0,0,2023,1,0,0,2,2,0,0,0,2,1790,1380447,369.4176,0,0,8.8092,0
"88705","88705","Tuba City, AZ","AZ",14235260,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88732","88732","Tucson, AZ","AZ",914124562,2023,2023,267,155,9189,1057597,2023,19,5.26315789473684,36.8421052631579,3,5,2,0,1,6,4000136,101821201,633.4227,195258,25024,106.3339,59591202
"88948","88948","Tulsa, OK","OK",870054176,2023,2023,82,43,249,511352,2023,14,28.5714285714286,71.4285714285714,3,2,0,0,1,2,1725521,24691467,330.4634,0,0,15.5728,11512385
"89083","89083","Turlock, CA","CA",66809516,2023,2023,12,10,22,79203,2023,3,0,0,2,2,0,0,0,2,88099,3812540,277.6813,0,0,10.5587,880647
"89110","89110","Tuscaloosa, AL","AL",231759041,2023,2023,12,7,171,136487,2023,2,50,50,2,2,0,0,2,0,143314,5218713,325.7718,0,0,8.6253,0
"89164","89164","Tuskegee, AL","AL",25159009,2023,2023,6,6,0,0,2023,0,0,0,0,1,0,0,1,0,17350,231564,38.2687,0,0,1.3365,0
"89245","89245","Twin Falls, ID","ID",46860846,2023,2023,9,9,0,0,2023,0,0,0,0,1,0,0,1,0,5398,110807,68.8242,0,0,0.9391,0
"89326","89326","Tyler, TX","TX",233849970,2023,2023,21,10,56,110490,2023,1,0,0,2,3,0,0,2,0,177686,3842832,280.5301,0,0,12.7522,0
"89380","89380","Ukiah, CA","CA",41321494,2023,2023,24,20,0,0,2023,3,33.3333333333333,33.3333333333333,2,2,0,0,2,0,254526,6284790,251.1915,0,0,6.09,0
"89650","89650","Uniontown--Connellsville, PA","PA",100626619,0,0,0,0,0,0,2023,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"89731","89731","Upper Sandusky, OH","OH",7955476,0,0,0,0,0,0,2023,4,50,50,1,1,0,0,0,0,0,0,0,0,0,0,0
"89758","89758","Urbana, OH","OH",14520010,2023,2023,9,9,0,0,2023,0,0,0,0,1,0,0,1,0,30525,577584,42.1164,0,0,1.5953,0
"89770","89770","Urban Honolulu, HI","HI",440156913,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89839","89839","Uvalde, TX","TX",27036213,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89866","89866","Vacaville, CA","CA",70964999,2023,2023,15,10,30,102386,2023,4,0,0,2,2,0,0,0,2,188066,2951033,222.0839,0,0,15.3429,0
"89974","89974","Valdosta, GA","GA",144749556,2023,2023,44,44,35,55765,2023,0,0,0,0,2,0,0,0,2,250829,5105738,86.8363,0,0,4.338,0
"90028","90028","Vallejo, CA","CA",109319462,2023,2023,35,16,65,151705,2023,5,0,0,4,2,0,0,0,3,1887564,18505608,519.7083,0,0,23.237,11528947
"90055","90055","Valley City, ND","ND",12290957,2023,2023,45,42,0,0,2023,4,0,0,0,2,0,0,1,0,210250,2075840,74.0983,0,0,7.7278,0
"90325","90325","Vermillion, SD","SD",8972990,2023,2023,5,5,0,0,2023,1,0,0,0,1,0,0,1,0,46854,377328,84.1686,0,0,7.9337,0
"90514","90514","Victoria, TX","TX",75115711,2023,2023,64,33,37,65534,2023,1,0,100,3,3,0,0,3,1,1382532,5880986,304.2747,0,0,25.3465,4191550
"90541","90541","Victorville--Hesperia, CA","CA",433649786,2023,2023,277,189,327,344288,2023,10,0,20,3,3,0,0,0,4,5053144,36394319,489.7789,0,0,18.0883,32845011
"90676","90676","Ville Platte, LA","LA",17145120,2023,2023,8,8,0,0,2023,1,0,0,0,1,0,0,1,0,90388,401571,50.4486,0,0,1.353,0
"90703","90703","Vincennes, IN","IN",28246039,2023,2023,16,16,0,0,2023,1,0,0,0,1,0,0,1,0,35478,1355090,77.363,0,0,3.7166,0
"90730","90730","Vineland, NJ","NJ",160444884,2023,2023,20,20,678,302294,0,0,0,0,1,1,0,0,2,0,0,3180995,145.5217,0,0,4.7676,0
"90865","90865","Virginia, MN","MN",16016470,2023,2023,101,74,0,0,2023,4,0,50,2,2,0,0,2,0,1701339,11731066,162.3602,0,0,6.6986,0
"90892","90892","Virginia Beach, VA","VA",1325657913,2023,2023,349,225,438,1150833,2023,29,0,20.6896551724138,3,5,1,1,3,5,8969493,120528562,1425.9117,328622,27450,111.7308,36797144
"90919","90919","Viroqua, WI","WI",5382787,2023,2023,6,6,0,0,2023,0,0,0,0,1,0,0,0,1,141080,484184,32.5414,0,0,2.8454,0
"90946","90946","Visalia, CA","CA",164312975,2023,2023,41,26,124,268040,2023,7,0,28.5714285714286,5,4,0,0,0,5,1868695,34246985,668.6669,0,0,20.1676,6298380
"91000","91000","Wabash, IN","IN",12489190,2023,2023,4,4,0,0,2023,0,0,0,0,1,0,0,1,0,17454,527847,78.7361,0,0,2.3106,0
"91027","91027","Waco, TX","TX",233564879,2023,2023,35,26,15355,198361,2023,2,0,0,3,5,0,0,5,1,1959321,10378246,418.8639,0,0,22.2623,2790228
"91162","91162","Wahoo, NE","NE",5931530,2023,2023,1,1,0,0,2023,0,0,0,0,1,0,0,1,0,3537,112846,133.5456,0,0,2.8592,0
"91261","91261","Waldorf, MD","MD",176237827,2023,2023,32,16,458,170102,0,0,0,0,1,1,0,0,0,2,0,8658072,155.613,0,0,8.83,4398362
"91405","91405","Walla Walla, WA--OR","WA",71617352,2023,2023,19,9,25,48481,2023,11,36.3636363636364,90.9090909090909,2,3,0,0,3,0,60027,6387273,473.3361,0,0,25.0322,0
"91837","91837","Warren, PA","PA",21623710,2023,2023,13,10,0,0,2023,1,0,0,2,2,0,0,2,0,564045,1825359,245.5689,0,0,9.2758,0
"91999","91999","Warsaw, IN","IN",68921393,2023,2023,9,9,0,0,2023,1,100,100,0,1,0,0,1,0,16968,799838,70.0506,0,0,3.3058,0
"92134","92134","Warwick, NY","NY",23058027,0,0,0,0,0,0,2023,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"92161","92161","Wasco, CA","CA",15672763,2023,2023,3,3,0,0,2023,0,0,0,0,1,0,0,1,0,7350,532930,179.4377,0,0,3.7832,0
"92242","92242","Washington, DC--VA--MD","DC",3424550088,2023,2023,2727,1148,4720,8513936,2023,318,27.6729559748428,66.9811320754717,13,10,2,0,7,17,333096349,3224730109,5645.2929,12444634,563034,260.7488,1158850970
"92242","92242","Washington, DC--VA--MD","MD",3424550088,2023,2023,288,284,495,1062061,2023,9,33.3333333333333,100,13,10,2,0,7,17,333096349,3224730109,5645.2929,12444634,563034,260.7488,1158850970
"92242","92242","Washington, DC--VA--MD","VA",3424550088,2023,2023,420,306,730,2415555,2023,48,66.6666666666667,100,13,10,2,0,7,17,333096349,3224730109,5645.2929,12444634,563034,260.7488,1158850970
"92296","92296","Washington, IN","IN",16999708,2023,2023,1,1,0,0,2023,1,0,100,1,0,0,0,1,0,0,130370,57.6094,0,0,5.6933,0
